question,answer
"সামির রুটি বিক্রি করে। তার লক্ষ্য এক সপ্তাহে ১২০ ক্রেট রুটি বিক্রি করা। প্রতিটি ক্রেটের দাম ২০ টাকা। এক সপ্তাহে সে সোমবার এবং শুক্রবার বন্ধ ছিল। সপ্তাহান্তে সে ২০ ক্রেট বিক্রি করে। মঙ্গলবার সে ১৫ ক্রেট, বুধবার ১২ ক্রেট, এবং বৃহস্পতিবার ১৮ ক্রেট বিক্রি করে। সামির লক্ষ্য থেকে এক সপ্তাহে কত ক্রেট কম বিক্রি হয়েছিল?
","পুরো সপ্তাহে সামির ১৫ + ১২ + ১৮ + ২০ = <<১৫+১২+১৮+২০=৬৫>>৬৫টি ক্রেট বিক্রি করেছে।
সামির তার লক্ষ্য থেকে ১২০ - ৬৫ = <<১২০-৬৫=৫৫>>৫৫টি ক্রেট কম বিক্রি করেছে।
#### ৫৫"
"সামির রুটি বিক্রি করে। এক সপ্তাহে সে সোমবার এবং শুক্রবার বন্ধ ছিল। সপ্তাহান্তে সে ২০ ক্রেট বিক্রি করে। মঙ্গলবার সে ১৫ ক্রেট, বুধবার ১২ ক্রেট, এবং বৃহস্পতিবার ১৮ ক্রেট বিক্রি করে। সামির লক্ষ্য থেকে এক সপ্তাহে কত ক্রেট কম বিক্রি হয়েছিল?
","আমরা জানি না সামির সপ্তাহে কত ক্রেট রুটি বিক্রি করার লক্ষ্য নির্ধারণ করেছে।
#### কোনো ফলাফল নেই"
"কারমিনা একটি প্রাচীন ডেস্ক জেতার জন্য নিলামে যায়। সে ১০০ টাকার প্রাথমিক বিড গ্রহণ করে এবং জেতা পর্যন্ত বিড চালিয়ে যায়। ডেস্কের বিড প্রতিবার ২০ টাকা করে বাড়ে এবং অন্য ২ জন প্রত্যেকে একবার করে বিড করে। কারমিনা অন্য ২ জনের প্রত্যেকের পরে বিড করে এবং অবশেষে টেবিলটি পায়। ডেস্কটি তার কত টাকা খরচ হয়?
","ডেস্কটির জন্য আরও ২ জন বিড করছে, তাই অন্যান্যদের দ্বারা ডেস্কের খরচের সাথে ২ বিড × ২০ = ৪০৳ যোগ হয়েছে।
কারমিনাকেও প্রতিটি ব্যক্তির বিরুদ্ধে বিড করতে হবে, তাই সেও মোট খরচের সাথে ২ বিড × ২০ = ৪০৳ যোগ করেছে।
সুতরাং এই বিডগুলোতে, ডেস্কের প্রাথমিক মূল্যের সাথে মোট ৪০৳ + ৪০৳ = ৮০৳ যোগ হয়েছে।
ডেস্কটির মূল্য তাই ১০০৳ উদ্বোধনী বিড + ৮০৳ অতিরিক্ত খরচ = ১৮০৳।

#### ১৮০"
"কারমিনা একটি প্রাচীন ডেস্ক জেতার জন্য নিলামে যায়। সে ২০০০ টাকার প্রাথমিক বিড গ্রহণ করে এবং জেতা পর্যন্ত বিড চালিয়ে যায়। ডেস্কের বিড প্রতিবার ৫০০ টাকা করে বাড়ে এবং অন্য ৩ জন প্রত্যেকে একবার করে বিড করে। কারমিনা অন্য ৩ জনের প্রত্যেকের পরে বিড করে এবং অবশেষে জেতে। ডেস্কটি তার কত টাকা খরচ হয়?
","ডেস্কটির জন্য আরও ৩ জন বিড করছে, তাই অন্যান্যদের দ্বারা ডেস্কের খরচের সাথে ৩ বিড × ৳৫০০ প্রতি বিড = ৳<<৩*৫০০=১৫০০>>১৫০০ যোগ হয়েছে।
কারমিনাকেও প্রতিটি ব্যক্তির বিরুদ্ধে বিড করতে হবে, তাই সেও মোট খরচের সাথে ৩ বিড × ৳৫০০ প্রতি বিড = ৳<<৩*৫০০=১৫০০>>১৫০০ যোগ করেছে।
সুতরাং এই বিডগুলোতে, ডেস্কের প্রাথমিক মূল্যের সাথে মোট ৳১৫০০ + ৳১৫০০ = ৳<<১৫০০+১৫০০=৩০০০>>৩০০০ যোগ হয়েছে।
ডেস্কটির মূল্য তাই ৳২০০০ উদ্বোধনী বিড + ৳৩০০০ অতিরিক্ত খরচ = ৳<<২০০০+৩০০০=৫০০০>>৫০০০।
#### ৳৫০০০"
"কারমিনা একটি প্রাচীন ডেস্ক জেতার জন্য নিলামে যায়। সে ২০০ টাকার প্রাথমিক বিড গ্রহণ করে এবং জেতা পর্যন্ত বিড চালিয়ে যায়। ডেস্কের বিড প্রতিবার ৫০.৫ টাকা করে বাড়ে এবং অন্য ৩ জন প্রত্যেকে একবার করে বিড করে। কারমিনা অন্য ৩ জনের প্রত্যেকের পরে বিড করে এবং অবশেষে জেতে। ডেস্কটি তার কত টাকা খরচ হয়?
","ডেস্কটির জন্য আরও ৩ জন বিড করছে, তাই অন্যান্যদের দ্বারা ডেস্কের খরচের সাথে ৩ বিড × ৳৫০.৫ প্রতি বিড = ৳<<৩*৫০.৫=১৫১.৫>>১৫১.৫ যোগ হয়েছে।
কারমিনাকেও প্রতিটি ব্যক্তির বিরুদ্ধে বিড করতে হবে, তাই সেও মোট খরচের সাথে ৩ বিড × ৳৫০.৫ প্রতি বিড = ৳<<৩*৫০.৫=১৫১.৫>>১৫১.৫ যোগ করেছে।
সুতরাং এই বিডগুলোতে, ডেস্কের প্রাথমিক মূল্যের সাথে মোট ৳১৫১.৫ + ৳১৫১.৫ = ৳<<১৫১.৫+১৫১.৫=৩০৩>>৩০৩ যোগ হয়েছে।
ডেস্কটির মূল্য তাই ৳২০০ উদ্বোধনী বিড + ৳৩০৩ অতিরিক্ত খরচ = ৳<<২০০+৩০৩=৫০৩>>৫০৩।
#### ৳৫০৩"
"কারমিনা একটি প্রাচীন ডেস্ক জেতার জন্য নিলামে যায়। সে ২০০ টাকার প্রাথমিক বিড গ্রহণ করে এবং জেতা পর্যন্ত বিড চালিয়ে যায়। ডেস্কের বিড প্রতিবার ৫০ টাকা করে বাড়ে এবং অন্য ৩ জন প্রত্যেকে একবার করে বিড করে। কারমিনা অন্য ৩ জনের প্রত্যেকের পরে বিড করে এবং অবশেষে জেতে। উপরন্তু, তাকে ডেস্কের রক্ষণাবেক্ষণ ফি এর ১০% দিতে হবে। ডেস্কটি তার কত টাকা খরচ হয়?
","ডেস্কটির জন্য আরও ৩ জন বিড করছে, তাই অন্যান্যদের দ্বারা ডেস্কের খরচের সাথে ৩ বিড × ৳৫০ প্রতি বিড = ৳<<৩*৫০=১৫০>>১৫০ যোগ হয়েছে।
কারমিনাকেও প্রতিটি ব্যক্তির বিরুদ্ধে বিড করতে হবে, তাই সেও মোট খরচের সাথে ৩ বিড × ৳৫০ প্রতি বিড = ৳<<৩*৫০=১৫০>>১৫০ যোগ করেছে।
সুতরাং এই বিডগুলোতে, ডেস্কের প্রাথমিক মূল্যের সাথে মোট ৳১৫০ + ৳১৫০ = ৳<<১৫০+১৫০=৩০০>>৩০০ যোগ হয়েছে।
ডেস্কটির মূল্য তাই ৳২০০ উদ্বোধনী বিড + ৳৩০০ অতিরিক্ত খরচ = ৳<<২০০+৩০০=৫০০>>৫০০।
রক্ষণাবেক্ষণ খরচ: ৫০০ * ১০% = ৫০
অতএব ডেস্কটির মোট খরচ ৫০০ + ৫০ = ৫৫০৳।
#### ৫৫০"
"কারমিনা একটি প্রাচীন টেবিল জেতার জন্য নিলামে গিয়েছিল। জানা যায় টেবিলের বিড প্রতিবার ৫০ টাকা করে বাড়ে, এবং অন্য তিনজন প্রত্যেকে একবার করে বিড করে। কারমিনা অন্য তিনজনের পরে আলাদাভাবে বিড করে এবং জেতে। যদি টেবিলটির জন্য তার ৫০০ টাকা খরচ হয়, তাহলে টেবিলটির প্রাথমিক বিড কত ছিল?","টেবিলের শুরুর বিডকে 'x' দ্বারা চিহ্নিত করা যাক।
ডেস্কটির জন্য আরও ৩ জন বিড করছে, তাই অন্যান্যদের দ্বারা ডেস্কের খরচের সাথে ৩ বিড × ৳৫০ প্রতি বিড = ৳<<৩*৫০=১৫০>>১৫০ যোগ হয়েছে।
কারমিনাকেও প্রতিটি ব্যক্তির বিরুদ্ধে বিড করতে হবে, তাই সেও মোট খরচের সাথে ৩ বিড × ৳৫০ প্রতি বিড = ৳<<৩*৫০=১৫০>>১৫০ যোগ করেছে।
ডেস্কটির মূল্য তাই x উদ্বোধনী বিড + ৳১৫০ * ২ অতিরিক্ত খরচ = ৳৫০০।
সুতরাং, আমরা সমাধান করতে পারি যে x = ৳২০০।
#### ৳২০০"
"একটি নিলামে, কারমিনা একটি পুরনো ডেস্কের প্রতি আগ্রহী। ডেস্কটির প্রাথমিক বিড ২০০ টাকায় নির্ধারণ করা হয়েছে, যা সে গ্রহণ করে। বিডিং এর ধাপগুলি প্রতিবার ৫০ টাকা করে। অন্য তিন বিডারের প্রত্যেকে তাদের বিড দেওয়ার পর, কারমিনা তার বিড দেয় এবং অবশেষে ডেস্কটি নিজের করে নেয়। ডেস্কটির জন্য কারমিনাকে মোট কত টাকা দিতে হবে?
","ডেস্কটির জন্য আরও ৩ জন বিড করছে, তাই অন্যান্যদের দ্বারা ডেস্কের খরচের সাথে ৩ বিড × ৳৫০ প্রতি বিড = ৳<<৩*৫০=১৫০>>১৫০ যোগ হয়েছে।
কারমিনাকেও প্রতিটি ব্যক্তির বিরুদ্ধে বিড করতে হবে, তাই সেও মোট খরচের সাথে ৩ বিড × ৳৫০ প্রতি বিড = ৳<<৩*৫০=১৫০>>১৫০ যোগ করেছে।
সুতরাং এই বিডগুলোতে, ডেস্কের প্রাথমিক মূল্যের সাথে মোট ৳১৫০ + ৳১৫০ = ৳<<১৫০+১৫০=৩০০>>৩০০ যোগ হয়েছে।
ডেস্কটির মূল্য তাই ৳২০০ উদ্বোধনী বিড + ৳৩০০ অতিরিক্ত খরচ = ৳<<২০০+৩০০=৫০০>>৫০০।
#### ৳৫০০"
"কারমিনা একটি প্রাচীন ডেস্ক জেতার জন্য নিলামে যায়। সে ২০০ টাকার প্রাথমিক বিড গ্রহণ করে এবং জেতা পর্যন্ত বিড চালিয়ে যায়। ডেস্কের বিড প্রতিবার ৫০ টাকা করে বাড়ে এবং অন্য ৩ জন প্রত্যেকে একবার করে বিড করে। কারমিনা অন্য ৩ জনের প্রত্যেকের পরে বিড করে এবং অবশেষে জেতে। নিলাম চলাকালীন, একটি পেইন্টিংও নিলাম করা হচ্ছে যা ৫০০ টাকা থেকে শুরু হয় এবং প্রতিবার ১০০ টাকা করে বাড়ে, কিন্তু কারমিনা পেইন্টিংটিতে আগ্রহী নয়। ডেস্কটি তার কত টাকা খরচ হয়?
","ডেস্কটির জন্য আরও ৩ জন বিড করছে, তাই অন্যান্যদের দ্বারা ডেস্কের খরচের সাথে ৩ বিড × ৳৫০ প্রতি বিড = ৳<<৩*৫০=১৫০>>১৫০ যোগ হয়েছে।
কারমিনাকেও প্রতিটি ব্যক্তির বিরুদ্ধে বিড করতে হবে, তাই সেও মোট খরচের সাথে ৩ বিড × ৳৫০ প্রতি বিড = ৳<<৩*৫০=১৫০>>১৫০ যোগ করেছে।
সুতরাং এই বিডগুলোতে, ডেস্কের প্রাথমিক মূল্যের সাথে মোট ৳১৫০ + ৳১৫০ = ৳<<১৫০+১৫০=৩০০>>৩০০ যোগ হয়েছে।
ডেস্কটির মূল্য তাই ৳২০০ উদ্বোধনী বিড + ৳৩০০ অতিরিক্ত খরচ = ৳<<২০০+৩০০=৫০০>>৫০০।
#### ৳৫০০"
"কারমিনা একটি প্রাচীন ডেস্ক জেতার জন্য নিলামে যায়। সে কিছু টাকার প্রাথমিক বিড গ্রহণ করে এবং জেতা পর্যন্ত বিড চালিয়ে যায়। ডেস্কের বিড প্রতিবার ৫০ টাকা করে বাড়ে এবং অন্য ৩ জন প্রত্যেকে একবার করে বিড করে। কারমিনা অন্য ৩ জনের প্রত্যেকের পরে বিড করে এবং অবশেষে জেতে। ডেস্কটি তার কত টাকা খরচ হয়?
","কারমিনা উদ্বোধনী বিডে কত টাকা গ্রহণ করে, তা আমরা জানি না।
#### কোনো ফলাফল নেই"
"জাহান প্রতিদিন কাজে যাওয়ার জন্য একটি ড্রাইভিং পরিষেবা ভাড়া করে। তার কর্মস্থল ৪০ মাইল দূরে এবং তাকে প্রতিদিন সেখানে যেতে ও ফিরে আসতে হয়। সে বছরে ৪৮ সপ্তাহ ধরে সপ্তাহে ৫ দিন কাজ করে। পরিষেবাটি তাকে প্রতি মাইল ৩ টাকা করে চার্জ করে এবং সে তার ড্রাইভারকে প্রতি মাসে ২০০ টাকা বোনাসও দেয়। ড্রাইভিংয়ের জন্য সে বছরে কত টাকা দেয়?
","জাহান প্রতিদিন কাজে যাওয়ার জন্য ৪০ মাইল এবং বাড়ি ফেরার জন্য ৪০ মাইল ভ্রমণ করে, তাই সে দিনে মোট ৮০ মাইল ভ্রমণ করে।

এক সপ্তাহে, সে ৮০ মাইল/দিন × ৫ দিন/সপ্তাহ = ৪০০ মাইল/সপ্তাহ ভ্রমণ করে।

এক বছরে, সে ৪০০ মাইল/সপ্তাহ × ৪৮ সপ্তাহ/বছর = ১৯২০০ মাইল/বছর ভ্রমণ করে।

পরিষেবাটি তার কাছ থেকে প্রতি মাইল ৩ ডলার চার্জ করে, তাই মাইলেজের জন্য সে প্রতি বছর ১৯২০০ মাইল/বছর × ৩ ডলার/মাইল = ৫৭৬০০ ডলার/বছর প্রদান করে।

সে তার ড্রাইভারকে প্রতি মাসে ২০০ ডলার বোনাসও দেয়। এক বছরে এর পরিমাণ দাঁড়ায় ২০০ ডলার/মাস × ১২ মাস/বছর = ২৪০০ ডলার/বছর।

সুতরাং, সব মিলিয়ে জাহান শফার পরিষেবার জন্য প্রতি বছর ৫৭৬০০ ডলার/বছর + ২৪০০ ডলার/বছর = ৬০০০০ ডলার/বছর প্রদান করে।
#### ৬০০০০"
জাহান প্রতিদিন কাজে যাওয়ার জন্য একটি ড্রাইভিং পরিষেবা ভাড়া করে। তার কর্মস্থল ৩০ মাইল দূরে এবং তাকে প্রতিদিন সেখানে যেতে ও ফিরে আসতে হয়। সে বছরে ৫০ সপ্তাহ ধরে সপ্তাহে ৫ দিন কাজ করে। তাকে প্রতি মাইল ২০ টাকা করে চার্জ করা হয় এবং সে তার ড্রাইভারকে প্রতি মাসে ১০০০ টাকা বোনাসও দেয়। ড্রাইভিংয়ের জন্য সে বছরে কত টাকা দেয়?,"তাকে প্রতিদিন ৩০ × ২ = <<৩০*২=৬০>>৬০ মাইল ভ্রমণ করতে হয়।
তার মানে সে প্রতি সপ্তাহে ৬০ × ৫ = <<৬০*৫=৩০০>>৩০০ মাইল ভ্রমণ করে।
সুতরাং সে প্রতি সপ্তাহে ৩০০ × ২০ = ৳<<৩০০*২০=৬০০০>>৬০০০ পরিশোধ করে।
এর মানে সে প্রতি বছর মাইলের জন্য ৳৬০০০ × ৫০ = ৳<<৬০০০*৫০=৩০০০০০>>৩০০০০০ পরিশোধ করে।
সে তার ড্রাইভারকে প্রতি বছর ৳১০০০ × ১২ = ৳<<১০০০*১২=১২০০০>>১২০০০ বোনাস হিসাবে দেয়।
সুতরাং সে প্রতি বছর ৳৩০০০০০ + ৳১২০০০ = ৳<<৩০০০০০+১২০০০=৩১২০০০>>৩১২০০০ পরিশোধ করে।
#### ৳৩১২০০০"
"জাহান প্রতিদিন কাজে যাওয়ার জন্য একটি ড্রাইভিং পরিষেবা ভাড়া করে। তার কর্মস্থল ৩০.৫ মাইল দূরে এবং তাকে প্রতিদিন সেখানে যেতে ও ফিরে আসতে হয়। সে বছরে ৫০ সপ্তাহ ধরে সপ্তাহে ৫ দিন কাজ করে। তাকে প্রতি মাইল ২.৫ টাকা করে চার্জ করা হয় এবং সে তার ড্রাইভারকে প্রতি মাসে ১৫০ টাকা বোনাসও দেয়। ড্রাইভিংয়ের জন্য সে বছরে কত টাকা দেয়?
","তাকে প্রতিদিন ৩০.৫ × ২ = <<৩০.৫*২=৬১>>৬১ মাইল ভ্রমণ করতে হয়।
তার মানে সে প্রতি সপ্তাহে ৬১ × ৫ = <<৬১*৫=৩০৫>>৩০৫ মাইল ভ্রমণ করে।
সুতরাং সে প্রতি সপ্তাহে ৩০৫ × ২.৫ = ৳<<৩০৫*২.৫=৭৬২.৫>>৭৬২.৫ পরিশোধ করে।
এর মানে সে প্রতি বছর মাইলের জন্য ৳৭৬২.৫ × ৫০ = ৳<<৭৬২.৫*৫০=৩৮১২৫>>৩৮১২৫ পরিশোধ করে।
সে তার ড্রাইভারকে প্রতি বছর ৳১৫০ × ১২ = ৳<<১৫০*১২=১৮০০>>১৮০০ বোনাস হিসাবে দেয়।
সুতরাং সে প্রতি বছর ৳৩৮১২৫ + ৳১৮০০ = ৳<<৩৮১২৫+১৮০০=৩৯৯২৫>>৩৯৯২৫ পরিশোধ করে।
#### ৳৩৯৯২৫"
"জাহান প্রতিদিন কাজে যাওয়ার জন্য একটি ড্রাইভিং পরিষেবা ভাড়া করে। তার কর্মস্থল ৩০ মাইল দূরে এবং তাকে প্রতিদিন সেখানে যেতে ও ফিরে আসতে হয়। সে বছরে ৫০ সপ্তাহ ধরে সপ্তাহে ৫ দিন কাজ করে। তবে, শুক্রবারে, বর্ধিত যানজটের কারণে, ড্রাইভিং পরিষেবা অতিরিক্ত প্রতি মাইল ০.৫০ টাকা চার্জ করে। তাকে প্রতি মাইল ২ টাকা করে চার্জ করা হয় এবং সে তার ড্রাইভারকে প্রতি মাসে ১৫০ টাকা বোনাসও দেয়। ড্রাইভিংয়ের জন্য সে বছরে কত টাকা দেয়?
","জাহানের কর্মস্থলে প্রতিদিনের যাওয়া-আসা বাবদ ৩০ মাইল × ২ = ৬০ মাইল পথ অতিক্রম করতে হয়।

সুতরাং, সে সপ্তাহে ৬০ মাইল × ৫ দিন = ৩০০ মাইল গাড়ি চালায়।

৫০ সপ্তাহে, সে ৩০০ মাইল × ৫০ সপ্তাহ = ১৫০০০ মাইল গাড়ি চালায়।

তাই, মাইলেজের জন্য সে ২ ৳/মাইল × ১৫০০০ মাইল = ৩০০০০ ৳ প্রতি বছর পরিশোধ করে।

শুক্রবার, সে অতিরিক্ত ৬০ মাইল × ০.৫০ ৳/মাইল = ৩০ ৳ দেয়।

যেহেতু এক বছরে ৫০ সপ্তাহ আছে, তাই শুক্রবারের বর্ধিত যানজটের জন্য সে অতিরিক্ত ৩০ ৳ × ৫০ সপ্তাহ = ১৫০০ ৳ প্রতি বছর পরিশোধ করে।

সে তার ড্রাইভারকে প্রতি বছর ১৫০ ৳ × ১২ মাস = ১৮০০ ৳ বোনাস দেয়।

সুতরাং, সব মিলিয়ে, গাড়ি চালানোর জন্য সে প্রতি বছর ৩০০০০ ৳ + ১৫০০ ৳ + ১৮০০ ৳ = ৩৩০০০ ৳ পরিশোধ করে।
#### ৩৩০০০"
"জাহান প্রতিদিন কাজে যাওয়ার জন্য একটি ড্রাইভিং পরিষেবা ভাড়া করে। তার কর্মস্থল কিছু মাইল দূরে এবং তাকে প্রতিদিন সেখানে যেতে ও ফিরে আসতে হয়। সে বছরে ৫০ সপ্তাহ ধরে সপ্তাহে ৫ দিন কাজ করে। তাকে প্রতি মাইল ২ টাকা করে চার্জ করা হয় এবং সে তার ড্রাইভারকে প্রতি মাসে ১৫০ টাকা বোনাসও দেয়। যদি সে ড্রাইভিংয়ের জন্য বছরে ৩১,৮০০ টাকা দেয়, তাহলে তার কর্মস্থল তার বাড়ি থেকে কত মাইল দূরে?
","ড্রাইভারের বোনাস বাদে, জাহান মাইলের জন্য ৩১৮০০ - ১৫০ × ১২ = ৩০০০০৳ পরিশোধ করে।
সুতরাং প্রতি সপ্তাহে জাহান ৩০০০০ / ৫০ = ৬০০৳ খরচ করে।
প্রতিদিন জাহান ৬০০ / ৫ = ১২০৳ খরচ করে।
প্রতিবার জাহান ১২০ / ২ = ৬০৳ খরচ করে।
যেহেতু প্রতি মাইলের জন্য ২৳ প্রয়োজন, জাহানকে ৬০ / ২ = ৩০ মাইল যেতে হয়।
#### ৩০"
"জাহান প্রতিদিন কর্মস্থলে যাতায়াতের জন্য একটি চালক পরিষেবা নিয়োগ করে, যা তার বাড়ি থেকে ৩০ মাইল দূরে অবস্থিত। এই আসা-যাওয়ার যাত্রা সপ্তাহে পাঁচবার, বছরে মোট ৫০ সপ্তাহের জন্য করা হয়। পরিষেবাটি তাকে প্রতি মাইল ২ টাকা চার্জ করে এবং সে তার চালককে মাসিক ১৫০ টাকা বকশিসও দেয়। জাহানের জন্য এই যাতায়াত পরিষেবার বার্ষিক খরচ কত?

","তাকে প্রতিদিন ৩০ × ২ = <<৩০*২=৬০>>৬০ মাইল ভ্রমণ করতে হয়।
তার মানে সে প্রতি সপ্তাহে ৬০ × ৫ = <<৬০*৫=৩০০>>৩০০ মাইল ভ্রমণ করে।
সুতরাং সে প্রতি সপ্তাহে ৩০০ × ২ = ৳<<৩০০*২=৬০০>>৬০০ পরিশোধ করে।
এর মানে সে প্রতি বছর মাইলের জন্য ৳৬০০ × ৫০ = ৳<<৬০০*৫০=৩০০০০>>৩০০০০ পরিশোধ করে।
সে তার ড্রাইভারকে প্রতি বছর ৳১৫০ × ১২ = ৳<<১৫০*১২=১৮০০>>১৮০০ বোনাস হিসাবে দেয়।
সুতরাং সে প্রতি বছর ৳৩০০০০ + ৳১৮০০ = ৳<<৩০০০০+১৮০০=৩১৮০০>>৩১৮০০ পরিশোধ করে।
#### ৳৩১৮০০"
"জাহান প্রতিদিন কাজে যাওয়ার জন্য একটি ড্রাইভিং পরিষেবা ভাড়া করে। তার কর্মস্থল ৩০ মাইল দূরে এবং তাকে প্রতিদিন সেখানে যেতে ও ফিরে আসতে হয়। সে বছরে ৫০ সপ্তাহ ধরে সপ্তাহে ৫ দিন কাজ করে। তাকে প্রতি মাইল ২ টাকা করে চার্জ করা হয়। প্রতি মাসে, সে তার ড্রাইভারকে ৫০ টাকার দুপুরের খাবারও কিনে দেয় এবং তাকে ১০০ টাকা বকশিস দেয়, যা মোট মাসিক ১৫০ টাকা বোনাস হয়। অতিরিক্তভাবে, সে গাড়ির মাসিক ২০ টাকা ধোয়ার খরচ করে, তবে এই খরচটি তার কোম্পানি দ্বারা পরিশোধ করা হয়। পরিশোধিত গাড়ির ধোয়ার খরচ বাদ দিয়ে সে ড্রাইভিংয়ের জন্য বছরে কত টাকা দেয়?
","তাকে প্রতিদিন ৩০ × ২ = <<৩০*২=৬০>>৬০ মাইল ভ্রমণ করতে হয়।
তার মানে সে প্রতি সপ্তাহে ৬০ × ৫ = <<৬০*৫=৩০০>>৩০০ মাইল ভ্রমণ করে।
সুতরাং সে প্রতি সপ্তাহে ৩০০ × ২ = ৳<<৩০০*২=৬০০>>৬০০ পরিশোধ করে।
এর মানে সে প্রতি বছর মাইলের জন্য ৳৬০০ × ৫০ = ৳<<৬০০*৫০=৩০০০০>>৩০০০০ পরিশোধ করে।
সে তার ড্রাইভারকে প্রতি বছর ৳১৫০ × ১২ = ৳<<১৫০*১২=১৮০০>>১৮০০ বোনাস হিসাবে দেয়।
সুতরাং সে প্রতি বছর ৳৩০০০০ + ৳১৮০০ = ৳<<৩০০০০+১৮০০=৩১৮০০>>৩১৮০০ পরিশোধ করে।
#### ৳৩১৮০০"
"জাহান প্রতিদিন কাজে যাওয়ার জন্য একটি ড্রাইভিং পরিষেবা ভাড়া করে। তার কর্মস্থল একটি নির্দিষ্ট দূরত্বে এবং তাকে প্রতিদিন সেখানে যেতে ও ফিরে আসতে হয়। সে বছরে ৫০ সপ্তাহ ধরে সপ্তাহে ৫ দিন কাজ করে। তাকে প্রতি মাইল ২ টাকা করে চার্জ করা হয় এবং সে তার ড্রাইভারকে প্রতি মাসে ১৫০ টাকা বোনাসও দেয়। ড্রাইভিংয়ের জন্য সে বছরে কত টাকা দেয়?
","আমরা জানি না জাহানের কর্মস্থল কত মাইল দূরে।
#### কোনো ফলাফল নেই"
"মঙ্গলবার, পিয়ার প্রথম দিনের এবং রবিবারের সম্মিলিত সময়ের দ্বিগুণ সময় ধরে ব্যায়াম করতে চায়। রবিবার সে ৩০ মিনিট ব্যায়াম করেছিল। সোমবার সে ২০ মিনিট ব্যায়াম করেছিল। তার লক্ষ্য পূরণের জন্য মঙ্গলবার তাকে কত মিনিট ব্যায়াম করতে হবে?

","পিয়ারকে তার লক্ষ্যে পৌঁছাতে মঙ্গলবার ১০০ মিনিট অনুশীলন করতে হবে।
#### ১০০"
"মঙ্গলবার, পিয়ার প্রথম দিনের এবং রবিবারের সম্মিলিত সময়ের দ্বিগুণ সময় ধরে ব্যায়াম করতে চায়। রবিবার সে ২৩০ মিনিট ব্যায়াম করেছিল। সোমবার সে ১৬০ মিনিট ব্যায়াম করেছিল। তার লক্ষ্য পূরণের জন্য মঙ্গলবার তাকে কত মিনিট ব্যায়াম করতে হবে?
","পিয়ারকে তার লক্ষ্যে পৌঁছাতে মঙ্গলবার ৭৮০ মিনিট অনুশীলন করতে হবে।
#### ৭৮০"
"মঙ্গলবার, পিয়ার প্রথম দিনের এবং রবিবারের সম্মিলিত সময়ের দ্বিগুণ সময় ধরে ব্যায়াম করতে চায়। রবিবার সে ২.৩ দশমাংশ ঘণ্টা ব্যায়াম করেছিল। সোমবার সে ১.৬ দশমাংশ ঘণ্টা ব্যায়াম করেছিল। তার লক্ষ্য পূরণের জন্য মঙ্গলবার তাকে কত দশমাংশ ঘণ্টা ব্যায়াম করতে হবে?
","পিয়ার রবিবার এবং সোমবার মোট ২.৩ দশমাংশ ঘণ্টা + ১.৬ দশমাংশ ঘণ্টা = ৩.৯ দশমাংশ ঘণ্টা ব্যায়াম করেছে।

তার লক্ষ্যে পৌঁছাতে, পিয়ারকে মঙ্গলবার ৩.৯ দশমাংশ ঘণ্টা × ২ = ৭.৮ দশমাংশ ঘণ্টা ব্যায়াম করতে হবে।
#### ৭.৮"
"মঙ্গলবার, পিয়ার প্রথম দিনের এবং রবিবারের সম্মিলিত সময়ের দ্বিগুণ সময় ধরে ব্যায়াম করতে চায়। রবিবার সে ২৩ মিনিট ব্যায়াম করেছিল। সোমবার সে ১৬ মিনিট ব্যায়াম করেছিল। তবে, বুধবার, সে মঙ্গলবারের অর্ধেক সময় ব্যায়াম করতে চায়। তার লক্ষ্য পূরণের জন্য বুধবার তাকে কত মিনিট ব্যায়াম করতে হবে?

","রবিবার ও সোমবার সে মোট ২৩ + ১৬ = <<২৩+১৬=৩৯>>৩৯ মিনিট ব্যায়াম করেছে।
মঙ্গলবার তাকে ৩৯ × ২ = <<৩৯*২=৭৮>>৭৮ মিনিট ব্যায়াম করতে হবে।
বুধবার সে মঙ্গলবারের অর্ধেক সময় ব্যায়াম করতে চায়, যা ১/২ × ৭৮ মিনিট = ৩৯ মিনিট।
#### ৩৯"
"মঙ্গলবার, পিয়ার ৭৮ মিনিট ব্যায়াম করেছিল, যা সোমবার এবং রবিবার সম্মিলিত সময়ের দ্বিগুণ। যদি সে রবিবার ২৩ মিনিট ব্যায়াম করে থাকে, তাহলে তার লক্ষ্য পূরণের জন্য সোমবার সে কত মিনিট ব্যায়াম করেছিল?
","পিয়ার মঙ্গলবার ৭৮ মিনিট ব্যায়াম করেছে, যা তার রবিবার ও সোমবারের মোট ব্যায়ামের সময়ের দ্বিগুণ। এর অর্থ হল রবিবার ও সোমবার তার মোট ব্যায়ামের সময় ছিল ৭৮/২ = ৩৯ মিনিট।

যদি সে রবিবার ২৩ মিনিট ব্যায়াম করে থাকে, তাহলে সোমবার সে ৩৯-২৩ = ১৬ মিনিট ব্যায়াম করেছে।
#### ১৬"
